Variant,variant_cp,Variant_ABC,Variant_Block,Norm,norm_cp,Norm_ABC,Norm_Block,Sources
㫊,(U+3ACA),C,CJK_Extension_A,旖,(U+65D6),A,CJK_Unified_Ideographs,NS
㫌,(U+3ACC),Z,CJK_Extension_A,旋,(U+65CB),A,CJK_Unified_Ideographs,NS
㫍,(U+3ACD),C,CJK_Extension_A,旒,(U+65D2),B,CJK_Unified_Ideographs,NS;hydzd
㫎,(U+3ACE),C,CJK_Extension_A,徽,(U+5FBD),A,CJK_Unified_Ideographs,NS
㫏,(U+3ACF),C,CJK_Extension_A,旛,(U+65DB),B,CJK_Unified_Ideographs,NS
㫐,(U+3AD0),C,CJK_Extension_A,皀,(U+7680),C,CJK_Unified_Ideographs,NS
㫑,(U+3AD1),Z,CJK_Extension_A,助,(U+52A9),A,CJK_Unified_Ideographs,MOE;twedu
㫑,(U+3AD1),Z,CJK_Extension_A,時,(U+6642),A,CJK_Unified_Ideographs,NS;hydzd;twedu
㫒,(U+3AD2),C,CJK_Extension_A,昇,(U+6607),B,CJK_Unified_Ideographs,NS
㫓,(U+3AD3),C,CJK_Extension_A,氣,(U+6C23),A,CJK_Unified_Ideographs,NS;hydzd;twedu
㫔,(U+3AD4),Z,CJK_Extension_A,艮,(U+826E),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㫕,(U+3AD5),Z,CJK_Extension_A,光,(U+5149),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㫗,(U+3AD7),C,CJK_Extension_A,厚,(U+539A),A,CJK_Unified_Ideographs,NS;hydzd;twedu
㫘,(U+3AD8),C,CJK_Extension_A,否,(U+5426),A,CJK_Unified_Ideographs,NS
㫚,(U+3ADA),Z,CJK_Extension_A,曶,(U+66F6),B,CJK_Unified_Ideographs,NS;unihan_zvariant
㫛,(U+3ADB),C,CJK_Extension_A,呪,(U+546A),Z,CJK_Unified_Ideographs,NS
㫜,(U+3ADC),C,CJK_Extension_A,旦,(U+65E6),A,CJK_Unified_Ideographs,NS;twedu
㫞,(U+3ADE),C,CJK_Extension_A,吱,(U+5431),A,CJK_Unified_Ideographs,NS
㫟,(U+3ADF),C,CJK_Extension_A,昭,(U+662D),A,CJK_Unified_Ideographs,NS
㫠,(U+3AE0),C,CJK_Extension_A,畔,(U+7554),A,CJK_Unified_Ideographs,NS
㫡,(U+3AE1),Z,CJK_Extension_A,冬,(U+51AC),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㫢,(U+3AE2),Z,CJK_Extension_A,呿,(U+547F),B,CJK_Unified_Ideographs,NS
㫣,(U+3AE3),Z,CJK_Extension_A,黽,(U+9EFD),B,CJK_Unified_Ideographs,MOE;NS
㫤,(U+3AE4),Z,CJK_Extension_A,昶,(U+6636),B,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㫥,(U+3AE5),Z,CJK_Extension_A,昭,(U+662D),A,CJK_Unified_Ideographs,NS;twedu
㫦,(U+3AE6),Z,CJK_Extension_A,脩,(U+8129),A,CJK_Unified_Ideographs,NS
㫧,(U+3AE7),Z,CJK_Extension_A,暴,(U+66B4),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㫩,(U+3AE9),Z,CJK_Extension_A,春,(U+6625),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㫪,(U+3AEA),Z,CJK_Extension_A,春,(U+6625),A,CJK_Unified_Ideographs,MOE;NS;twedu
㫫,(U+3AEB),Z,CJK_Extension_A,顯,(U+986F),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㫬,(U+3AEC),Z,CJK_Extension_A,眴,(U+7734),B,CJK_Unified_Ideographs,NS
㫭,(U+3AED),Z,CJK_Extension_A,等,(U+7B49),A,CJK_Unified_Ideographs,NS
㫮,(U+3AEE),Z,CJK_Extension_A,眥,(U+7725),B,CJK_Unified_Ideographs,MOE;NS;twedu
㫯,(U+3AEF),Z,CJK_Extension_A,冒,(U+5192),A,CJK_Unified_Ideographs,NS;hydzd
㫰,(U+3AF0),C,CJK_Extension_A,朗,(U+6717),A,CJK_Unified_Ideographs,NS;twedu
㫱,(U+3AF1),C,CJK_Extension_A,赤,(U+8D64),A,CJK_Unified_Ideographs,NS
㫲,(U+3AF2),C,CJK_Extension_A,哱,(U+54F1),C,CJK_Unified_Ideographs,NS
㫳,(U+3AF3),Z,CJK_Extension_A,晨,(U+6668),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㫴,(U+3AF4),Z,CJK_Extension_A,哮,(U+54EE),A,CJK_Unified_Ideographs,MOE;NS;twedu
㫵,(U+3AF5),C,CJK_Extension_A,腓,(U+8153),B,CJK_Unified_Ideographs,NS
㫷,(U+3AF7),C,CJK_Extension_A,期,(U+671F),A,CJK_Unified_Ideographs,NS;hydzd;twedu
㫸,(U+3AF8),C,CJK_Extension_A,啑,(U+5551),B,CJK_Unified_Ideographs,NS
㫹,(U+3AF9),C,CJK_Extension_A,昴,(U+6634),B,CJK_Unified_Ideographs,NS;twedu
㫻,(U+3AFB),C,CJK_Extension_A,崘,(U+5D18),Z,CJK_Unified_Ideographs,NS
㫾,(U+3AFE),Z,CJK_Extension_A,晌,(U+664C),A,CJK_Unified_Ideographs,NS
㫿,(U+3AFF),Z,CJK_Extension_A,唯,(U+552F),A,CJK_Unified_Ideographs,NS
㬀,(U+3B00),Z,CJK_Extension_A,啍,(U+554D),B,CJK_Unified_Ideographs,NS
㬁,(U+3B01),Z,CJK_Extension_A,洽,(U+6D3D),A,CJK_Unified_Ideographs,NS
㬃,(U+3B03),C,CJK_Extension_A,炱,(U+70B1),B,CJK_Unified_Ideographs,NS
㬄,(U+3B04),Z,CJK_Extension_A,晨,(U+6668),A,CJK_Unified_Ideographs,NS
㬅,(U+3B05),Z,CJK_Extension_A,曼,(U+66FC),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu;unihan_semantic
㬆,(U+3B06),Z,CJK_Extension_A,湣,(U+6E63),B,CJK_Unified_Ideographs,NS;hydzd;twedu
㬈,(U+3B08),C,CJK_Extension_A,溫,(U+6EAB),A,CJK_Unified_Ideographs,NS
㬌,(U+3B0C),Z,CJK_Extension_A,景,(U+666F),A,CJK_Unified_Ideographs,MOE;NS;twedu
㬍,(U+3B0D),Z,CJK_Extension_A,曝,(U+66DD),A,CJK_Unified_Ideographs,MOE;NS;twedu
㬏,(U+3B0F),C,CJK_Extension_A,嗝,(U+55DD),B,CJK_Unified_Ideographs,NS
㬐,(U+3B10),Z,CJK_Extension_A,晉,(U+6649),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㬑,(U+3B11),Z,CJK_Extension_A,槨,(U+69E8),A,CJK_Unified_Ideographs,NS
㬒,(U+3B12),C,CJK_Extension_A,蟒,(U+87D2),A,CJK_Unified_Ideographs,NS
㬔,(U+3B14),C,CJK_Extension_A,膠,(U+81A0),A,CJK_Unified_Ideographs,NS
㬕,(U+3B15),Z,CJK_Extension_A,祥,(U+7965),A,CJK_Unified_Ideographs,NS
㬗,(U+3B17),C,CJK_Extension_A,晛,(U+665B),B,CJK_Unified_Ideographs,NS;hydzd
㬘,(U+3B18),C,CJK_Extension_A,嘯,(U+562F),A,CJK_Unified_Ideographs,NS
㬙,(U+3B19),Z,CJK_Extension_A,暐,(U+6690),B,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㬛,(U+3B1B),C,CJK_Extension_A,噏,(U+564F),Z,CJK_Unified_Ideographs,NS
㬜,(U+3B1C),Z,CJK_Extension_A,晉,(U+6649),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㬝,(U+3B1D),Z,CJK_Extension_A,噌,(U+564C),B,CJK_Unified_Ideographs,NS
㬞,(U+3B1E),Z,CJK_Extension_A,暍,(U+668D),B,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㬠,(U+3B20),Z,CJK_Extension_A,煞,(U+715E),A,CJK_Unified_Ideographs,NS
㬢,(U+3B22),Z,CJK_Extension_A,曦,(U+66E6),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㬣,(U+3B23),C,CJK_Extension_A,對,(U+5C0D),A,CJK_Unified_Ideographs,NS
㬤,(U+3B24),Z,CJK_Extension_A,隰,(U+96B0),B,CJK_Unified_Ideographs,NS
㬧,(U+3B27),Z,CJK_Extension_A,暴,(U+66B4),A,CJK_Unified_Ideographs,MOE;NS;twedu
㬩,(U+3B29),Z,CJK_Extension_A,譿,(U+8B7F),C,CJK_Unified_Ideographs,NS
㬪,(U+3B2A),Z,CJK_Extension_A,疊,(U+758A),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㬫,(U+3B2B),Z,CJK_Extension_A,燕,(U+71D5),A,CJK_Unified_Ideographs,NS
㬬,(U+3B2C),C,CJK_Extension_A,曜,(U+66DC),B,CJK_Unified_Ideographs,NS
㬮,(U+3B2E),C,CJK_Extension_A,難,(U+96E3),A,CJK_Unified_Ideographs,NS
㬯,(U+3B2F),C,CJK_Extension_A,瀛,(U+701B),A,CJK_Unified_Ideographs,NS
㬰,(U+3B30),Z,CJK_Extension_A,臾,(U+81FE),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㬲,(U+3B32),C,CJK_Extension_A,添,(U+6DFB),A,CJK_Unified_Ideographs,NS;twedu
㬳,(U+3B33),C,CJK_Extension_A,肝,(U+809D),A,CJK_Unified_Ideographs,NS
㬴,(U+3B34),C,CJK_Extension_A,月,(U+6708),A,CJK_Unified_Ideographs,NS;hydzd
㬶,(U+3B36),Z,CJK_Extension_A,造,(U+9020),A,CJK_Unified_Ideographs,NS
㬷,(U+3B37),Z,CJK_Extension_A,睏,(U+774F),A,CJK_Unified_Ideographs,NS
㬸,(U+3B38),C,CJK_Extension_A,脁,(U+8101),B,CJK_Unified_Ideographs,NS
㬹,(U+3B39),C,CJK_Extension_A,睜,(U+775C),A,CJK_Unified_Ideographs,NS
㬺,(U+3B3A),Z,CJK_Extension_A,幐,(U+5E50),Z,CJK_Unified_Ideographs,NS;unihan_spoofing
㬻,(U+3B3B),C,CJK_Extension_A,慌,(U+614C),A,CJK_Unified_Ideographs,NS
㬼,(U+3B3C),C,CJK_Extension_A,輹,(U+8F39),B,CJK_Unified_Ideographs,NS
㬽,(U+3B3D),Z,CJK_Extension_A,腭,(U+816D),Z,CJK_Unified_Ideographs,NS
㭀,(U+3B40),Z,CJK_Extension_A,噬,(U+566C),A,CJK_Unified_Ideographs,NS
㭁,(U+3B41),C,CJK_Extension_A,扔,(U+6254),A,CJK_Unified_Ideographs,NS
㭂,(U+3B42),C,CJK_Extension_A,杪,(U+676A),B,CJK_Unified_Ideographs,NS
㭃,(U+3B43),Z,CJK_Extension_A,綱,(U+7DB1),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㭆,(U+3B46),Z,CJK_Extension_A,朶,(U+6736),Z,CJK_Unified_Ideographs,NS
㭇,(U+3B47),C,CJK_Extension_A,杬,(U+676C),B,CJK_Unified_Ideographs,NS;twedu
㭉,(U+3B49),C,CJK_Extension_A,茉,(U+8309),A,CJK_Unified_Ideographs,NS
㭋,(U+3B4B),Z,CJK_Extension_A,棒,(U+68D2),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㭌,(U+3B4C),C,CJK_Extension_A,桙,(U+6859),Z,CJK_Unified_Ideographs,NS;hydzd
㭍,(U+3B4D),Z,CJK_Extension_A,柒,(U+67D2),B,CJK_Unified_Ideographs,NS
㭍,(U+3B4D),Z,CJK_Extension_A,漆,(U+6F06),A,CJK_Unified_Ideographs,MOE
㭎,(U+3B4E),Z,CJK_Extension_A,棡,(U+68E1),B,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
㭏,(U+3B4F),Z,CJK_Extension_A,椲,(U+6932),C,CJK_Unified_Ideographs,cjkvi_simplified;unihan_simplified;unihan_traditional
㭒,(U+3B52),C,CJK_Extension_A,杞,(U+675E),A,CJK_Unified_Ideographs,NS
㭓,(U+3B53),Z,CJK_Extension_A,抃,(U+6283),B,CJK_Unified_Ideographs,NS;twedu
㭔,(U+3B54),C,CJK_Extension_A,櫨,(U+6AE8),B,CJK_Unified_Ideographs,NS;hydzd
㭕,(U+3B55),C,CJK_Extension_A,抾,(U+62BE),B,CJK_Unified_Ideographs,NS
㭖,(U+3B56),Z,CJK_Extension_A,栰,(U+6830),Z,CJK_Unified_Ideographs,NS
㭘,(U+3B58),C,CJK_Extension_A,拾,(U+62FE),A,CJK_Unified_Ideographs,NS;twedu
㭙,(U+3B59),C,CJK_Extension_A,持,(U+6301),A,CJK_Unified_Ideographs,NS
㭚,(U+3B5A),C,CJK_Extension_A,旅,(U+65C5),A,CJK_Unified_Ideographs,NS
㭛,(U+3B5B),C,CJK_Extension_A,派,(U+6D3E),A,CJK_Unified_Ideographs,NS
㭜,(U+3B5C),C,CJK_Extension_A,械,(U+68B0),A,CJK_Unified_Ideographs,NS;twedu
㭝,(U+3B5D),C,CJK_Extension_A,梵,(U+68B5),A,CJK_Unified_Ideographs,NS
㭠,(U+3B60),C,CJK_Extension_A,洗,(U+6D17),A,CJK_Unified_Ideographs,NS;hydzd
㭡,(U+3B61),C,CJK_Extension_A,硇,(U+7847),C,CJK_Unified_Ideographs,NS
㭢,(U+3B62),C,CJK_Extension_A,刑,(U+5211),A,CJK_Unified_Ideographs,NS
㭣,(U+3B63),Z,CJK_Extension_A,𣙎,(U+2364E),Z,CJK_Extension_B,cjkvi_simplified;unihan_simplified;unihan_traditional
㭤,(U+3B64),Z,CJK_Extension_A,樢,(U+6A22),C,CJK_Unified_Ideographs,cjkvi_simplified;unihan_simplified;unihan_traditional
㭦,(U+3B66),Z,CJK_Extension_A,柁,(U+67C1),B,CJK_Unified_Ideographs,NS
㭨,(U+3B68),Z,CJK_Extension_A,椰,(U+6930),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu;unihan_semantic
㭩,(U+3B69),C,CJK_Extension_A,捋,(U+634B),B,CJK_Unified_Ideographs,NS
㭪,(U+3B6A),C,CJK_Extension_A,捕,(U+6355),A,CJK_Unified_Ideographs,NS
㭫,(U+3B6B),C,CJK_Extension_A,挫,(U+632B),A,CJK_Unified_Ideographs,NS
㭭,(U+3B6D),C,CJK_Extension_A,捌,(U+634C),B,CJK_Unified_Ideographs,NS
㭮,(U+3B6E),Z,CJK_Extension_A,拶,(U+62F6),B,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㭯,(U+3B6F),C,CJK_Extension_A,椰,(U+6930),A,CJK_Unified_Ideographs,NS
㭰,(U+3B70),C,CJK_Extension_A,嘴,(U+5634),A,CJK_Unified_Ideographs,NS;hydzd
㭴,(U+3B74),Z,CJK_Extension_A,樫,(U+6A2B),Z,CJK_Unified_Ideographs,cjkvi_simplified;unihan_simplified;unihan_traditional
㭶,(U+3B76),Z,CJK_Extension_A,芳,(U+82B3),A,CJK_Unified_Ideographs,NS
㭹,(U+3B79),C,CJK_Extension_A,弦,(U+5F26),A,CJK_Unified_Ideographs,NS
㭺,(U+3B7A),C,CJK_Extension_A,掩,(U+63A9),A,CJK_Unified_Ideographs,NS
㭻,(U+3B7B),Z,CJK_Extension_A,棠,(U+68E0),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㭽,(U+3B7D),C,CJK_Extension_A,柢,(U+67E2),B,CJK_Unified_Ideographs,NS;hydzd;twedu
㭾,(U+3B7E),C,CJK_Extension_A,掘,(U+6398),A,CJK_Unified_Ideographs,NS
㭿,(U+3B7F),C,CJK_Extension_A,昂,(U+6602),A,CJK_Unified_Ideographs,NS
㮀,(U+3B80),C,CJK_Extension_A,函,(U+51FD),A,CJK_Unified_Ideographs,NS;hydzd
㮂,(U+3B82),C,CJK_Extension_A,梮,(U+68AE),B,CJK_Unified_Ideographs,NS;hydzd
㮅,(U+3B85),C,CJK_Extension_A,椎,(U+690E),A,CJK_Unified_Ideographs,NS;twedu
㮆,(U+3B86),Z,CJK_Extension_A,蘖,(U+8616),Z,CJK_Unified_Ideographs,NS;hydzd
㮇,(U+3B87),C,CJK_Extension_A,栝,(U+681D),B,CJK_Unified_Ideographs,NS;hydzd;twedu
㮊,(U+3B8A),Z,CJK_Extension_A,楙,(U+6959),B,CJK_Unified_Ideographs,MOE;NS
㮋,(U+3B8B),Z,CJK_Extension_A,栯,(U+682F),B,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㮌,(U+3B8C),Z,CJK_Extension_A,棉,(U+68C9),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㮍,(U+3B8D),Z,CJK_Extension_A,箋,(U+7B8B),A,CJK_Unified_Ideographs,NS;hydzd;twedu
㮎,(U+3B8E),Z,CJK_Extension_A,杯,(U+676F),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㮐,(U+3B90),C,CJK_Extension_A,杫,(U+676B),C,CJK_Unified_Ideographs,NS;hydzd;twedu
㮑,(U+3B91),C,CJK_Extension_A,插,(U+63D2),A,CJK_Unified_Ideographs,NS
㮒,(U+3B92),Z,CJK_Extension_A,禋,(U+798B),B,CJK_Unified_Ideographs,NS;hydzd;twedu
㮓,(U+3B93),Z,CJK_Extension_A,揯,(U+63EF),B,CJK_Unified_Ideographs,NS
㮔,(U+3B94),C,CJK_Extension_A,橦,(U+6A66),B,CJK_Unified_Ideographs,NS;hydzd
㮕,(U+3B95),C,CJK_Extension_A,栭,(U+682D),B,CJK_Unified_Ideographs,NS
㮖,(U+3B96),C,CJK_Extension_A,槿,(U+69FF),B,CJK_Unified_Ideographs,NS
㮘,(U+3B98),C,CJK_Extension_A,楙,(U+6959),B,CJK_Unified_Ideographs,NS
㮙,(U+3B99),C,CJK_Extension_A,鄂,(U+9102),A,CJK_Unified_Ideographs,NS
㮛,(U+3B9B),C,CJK_Extension_A,提,(U+63D0),A,CJK_Unified_Ideographs,NS;twedu
㮜,(U+3B9C),C,CJK_Extension_A,榧,(U+69A7),B,CJK_Unified_Ideographs,NS
㮝,(U+3B9D),C,CJK_Extension_A,卻,(U+537B),A,CJK_Unified_Ideographs,NS
㮟,(U+3B9F),C,CJK_Extension_A,碾,(U+78BE),A,CJK_Unified_Ideographs,NS
㮠,(U+3BA0),Z,CJK_Extension_A,𣞁,(U+23781),Z,CJK_Extension_B,cjkvi_simplified;unihan_simplified;unihan_traditional
㮡,(U+3BA1),Z,CJK_Extension_A,爟,(U+721F),B,CJK_Unified_Ideographs,MOE;NS;twedu
㮢,(U+3BA2),Z,CJK_Extension_A,猴,(U+7334),A,CJK_Unified_Ideographs,NS
㮣,(U+3BA3),B,CJK_Extension_A,概,(U+6982),A,CJK_Unified_Ideographs,hydzd;twedu
㮤,(U+3BA4),Z,CJK_Extension_A,松,(U+677E),A,CJK_Unified_Ideographs,MOE;NS;hydzd
㮥,(U+3BA5),C,CJK_Extension_A,椿,(U+693F),B,CJK_Unified_Ideographs,NS
㮦,(U+3BA6),C,CJK_Extension_A,索,(U+7D22),A,CJK_Unified_Ideographs,NS
㮨,(U+3BA8),C,CJK_Extension_A,稷,(U+7A37),A,CJK_Unified_Ideographs,NS
㮩,(U+3BA9),C,CJK_Extension_A,熄,(U+7184),A,CJK_Unified_Ideographs,NS
㮪,(U+3BAA),C,CJK_Extension_A,舼,(U+823C),B,CJK_Unified_Ideographs,NS;hydzd;twedu
㮫,(U+3BAB),C,CJK_Extension_A,瞎,(U+778E),A,CJK_Unified_Ideographs,NS
㮭,(U+3BAD),C,CJK_Extension_A,椷,(U+6937),C,CJK_Unified_Ideographs,NS;hydzd;twedu
㮯,(U+3BAF),C,CJK_Extension_A,梱,(U+68B1),A,CJK_Unified_Ideographs,NS;hydzd
㮱,(U+3BB1),C,CJK_Extension_A,森,(U+68EE),A,CJK_Unified_Ideographs,NS
㮲,(U+3BB2),C,CJK_Extension_A,搊,(U+640A),B,CJK_Unified_Ideographs,NS
㮳,(U+3BB3),Z,CJK_Extension_A,朕,(U+6715),A,CJK_Unified_Ideographs,NS
㮵,(U+3BB5),Z,CJK_Extension_A,栴,(U+6834),B,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㮶,(U+3BB6),C,CJK_Extension_A,槊,(U+69CA),B,CJK_Unified_Ideographs,NS;hydzd;twedu
㮷,(U+3BB7),C,CJK_Extension_A,稽,(U+7A3D),A,CJK_Unified_Ideographs,NS
㮸,(U+3BB8),Z,CJK_Extension_A,送,(U+9001),A,CJK_Unified_Ideographs,MOE;NS;twedu
㮹,(U+3BB9),C,CJK_Extension_A,緻,(U+7DFB),A,CJK_Unified_Ideographs,NS
㮺,(U+3BBA),Z,CJK_Extension_A,本,(U+672C),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㮻,(U+3BBB),Z,CJK_Extension_A,搔,(U+6414),A,CJK_Unified_Ideographs,NS;hydzd
㮼,(U+3BBC),Z,CJK_Extension_A,傓,(U+5093),Z,CJK_Unified_Ideographs,NS
㮽,(U+3BBD),Z,CJK_Extension_A,搬,(U+642C),A,CJK_Unified_Ideographs,NS
㮿,(U+3BBF),C,CJK_Extension_A,熚,(U+719A),B,CJK_Unified_Ideographs,NS
㯀,(U+3BC0),C,CJK_Extension_A,椸,(U+6938),B,CJK_Unified_Ideographs,NS
㯁,(U+3BC1),C,CJK_Extension_A,棓,(U+68D3),B,CJK_Unified_Ideographs,NS;hydzd;twedu
㯂,(U+3BC2),C,CJK_Extension_A,殢,(U+6BA2),B,CJK_Unified_Ideographs,NS
㯃,(U+3BC3),C,CJK_Extension_A,漆,(U+6F06),A,CJK_Unified_Ideographs,NS;unihan_semantic
㯄,(U+3BC4),C,CJK_Extension_A,鬱,(U+9B31),A,CJK_Unified_Ideographs,NS
㯅,(U+3BC5),C,CJK_Extension_A,椑,(U+6911),B,CJK_Unified_Ideographs,NS
㯆,(U+3BC6),C,CJK_Extension_A,滻,(U+6EFB),B,CJK_Unified_Ideographs,NS
㯇,(U+3BC7),Z,CJK_Extension_A,梐,(U+6890),B,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㯈,(U+3BC8),Z,CJK_Extension_A,樕,(U+6A15),B,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㯊,(U+3BCA),C,CJK_Extension_A,嫣,(U+5AE3),A,CJK_Unified_Ideographs,NS
㯌,(U+3BCC),Z,CJK_Extension_A,椽,(U+693D),B,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㯍,(U+3BCD),Z,CJK_Extension_A,槳,(U+69F3),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㯏,(U+3BCF),Z,CJK_Extension_A,穀,(U+7A40),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㯐,(U+3BD0),Z,CJK_Extension_A,橢,(U+6A62),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㯒,(U+3BD2),Z,CJK_Extension_A,覓,(U+8993),A,CJK_Unified_Ideographs,NS
㯔,(U+3BD4),C,CJK_Extension_A,毳,(U+6BF3),B,CJK_Unified_Ideographs,NS
㯕,(U+3BD5),C,CJK_Extension_A,撕,(U+6495),A,CJK_Unified_Ideographs,NS
㯗,(U+3BD7),C,CJK_Extension_A,澖,(U+6F96),B,CJK_Unified_Ideographs,NS
㯘,(U+3BD8),C,CJK_Extension_A,梡,(U+68A1),B,CJK_Unified_Ideographs,NS;hydzd;twedu
㯚,(U+3BDA),Z,CJK_Extension_A,榙,(U+6999),B,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㯛,(U+3BDB),C,CJK_Extension_A,壺,(U+58FA),A,CJK_Unified_Ideographs,NS
㯜,(U+3BDC),Z,CJK_Extension_A,椊,(U+690A),C,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㯝,(U+3BDD),C,CJK_Extension_A,潞,(U+6F5E),B,CJK_Unified_Ideographs,NS
㯞,(U+3BDE),C,CJK_Extension_A,絹,(U+7D79),A,CJK_Unified_Ideographs,NS
㯡,(U+3BE1),C,CJK_Extension_A,匏,(U+530F),A,CJK_Unified_Ideographs,NS
㯢,(U+3BE2),C,CJK_Extension_A,撰,(U+64B0),A,CJK_Unified_Ideographs,NS
㯣,(U+3BE3),Z,CJK_Extension_A,棻,(U+68FB),B,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㯤,(U+3BE4),C,CJK_Extension_A,集,(U+96C6),A,CJK_Unified_Ideographs,NS;twedu
㯥,(U+3BE5),C,CJK_Extension_A,曹,(U+66F9),A,CJK_Unified_Ideographs,NS;hydzd
㯦,(U+3BE6),Z,CJK_Extension_A,棊,(U+68CA),Z,CJK_Unified_Ideographs,NS
㯦,(U+3BE6),Z,CJK_Extension_A,棋,(U+68CB),A,CJK_Unified_Ideographs,MOE;hydzd;twedu
㯨,(U+3BE8),Z,CJK_Extension_A,粟,(U+7C9F),A,CJK_Unified_Ideographs,NS
㯩,(U+3BE9),Z,CJK_Extension_A,顙,(U+9859),B,CJK_Unified_Ideographs,NS
㯪,(U+3BEA),Z,CJK_Extension_A,櫺,(U+6AFA),B,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㯫,(U+3BEB),C,CJK_Extension_A,據,(U+64DA),A,CJK_Unified_Ideographs,NS
㯬,(U+3BEC),C,CJK_Extension_A,建,(U+5EFA),A,CJK_Unified_Ideographs,NS
㯭,(U+3BED),Z,CJK_Extension_A,櫓,(U+6AD3),A,CJK_Unified_Ideographs,MOE;NS;hydzd;unihan_semantic
㯮,(U+3BEE),C,CJK_Extension_A,擉,(U+64C9),B,CJK_Unified_Ideographs,NS
㯯,(U+3BEF),C,CJK_Extension_A,檳,(U+6AB3),A,CJK_Unified_Ideographs,NS
㯰,(U+3BF0),Z,CJK_Extension_A,植,(U+690D),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㯱,(U+3BF1),C,CJK_Extension_A,橐,(U+6A50),B,CJK_Unified_Ideographs,NS
㯲,(U+3BF2),C,CJK_Extension_A,襟,(U+895F),A,CJK_Unified_Ideographs,NS
㯳,(U+3BF3),Z,CJK_Extension_A,檠,(U+6AA0),B,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
㯶,(U+3BF6),Z,CJK_Extension_A,椶,(U+6936),Z,CJK_Unified_Ideographs,NS;hydzd
㯷,(U+3BF7),C,CJK_Extension_A,樸,(U+6A38),A,CJK_Unified_Ideographs,NS;hydzd
㯸,(U+3BF8),C,CJK_Extension_A,儘,(U+5118),A,CJK_Unified_Ideographs,NS
㯻,(U+3BFB),C,CJK_Extension_A,橐,(U+6A50),B,CJK_Unified_Ideographs,NS
㯽,(U+3BFD),Z,CJK_Extension_A,檳,(U+6AB3),A,CJK_Unified_Ideographs,MOE;NS;unihan_semantic
㯾,(U+3BFE),C,CJK_Extension_A,槽,(U+69FD),A,CJK_Unified_Ideographs,NS;hydzd;twedu
㰀,(U+3C00),C,CJK_Extension_A,梨,(U+68A8),A,CJK_Unified_Ideographs,NS;twedu
㰁,(U+3C01),C,CJK_Extension_A,柘,(U+67D8),B,CJK_Unified_Ideographs,NS
㰂,(U+3C02),C,CJK_Extension_A,瀋,(U+700B),A,CJK_Unified_Ideographs,NS
㰄,(U+3C04),Z,CJK_Extension_A,濺,(U+6FFA),A,CJK_Unified_Ideographs,NS
㰅,(U+3C05),Z,CJK_Extension_A,擿,(U+64FF),B,CJK_Unified_Ideographs,NS;hydzd
㰇,(U+3C07),Z,CJK_Extension_A,櫼,(U+6AFC),B,CJK_Unified_Ideographs,NS
㰈,(U+3C08),C,CJK_Extension_A,蓮,(U+84EE),A,CJK_Unified_Ideographs,NS
㰉,(U+3C09),Z,CJK_Extension_A,榛,(U+699B),A,CJK_Unified_Ideographs,MOE;NS;hydzd;twedu
